               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.026671,           0.0094463,            0.011747,             0.93978,             0.95099,             0.95423,             0.81496,            0.010688,            0.003343,           0.0052743,           0.0069112,           0.0069112,           0.0069112
                 158,            0.027092,           0.0073457,           0.0077396,             0.90824,             0.97187,             0.94653,             0.59252,             0.02071,            0.003785,            0.005494,           0.0068914,           0.0068914,           0.0068914
                 159,            0.028803,           0.0087967,            0.009374,             0.93497,                0.95,             0.95108,             0.64333,            0.020232,           0.0037945,            0.005186,           0.0068716,           0.0068716,           0.0068716
                 160,             0.03226,           0.0083392,           0.0065161,             0.93497,                0.95,             0.95108,             0.64333,            0.020232,           0.0037945,            0.005186,           0.0068518,           0.0068518,           0.0068518
                 161,            0.027799,           0.0095854,             0.01138,             0.87734,                0.95,             0.94527,             0.77756,            0.015703,           0.0036747,           0.0051037,            0.006832,            0.006832,            0.006832
                 162,            0.027891,           0.0090889,            0.009847,             0.94535,             0.97346,               0.955,               0.684,            0.018932,           0.0038563,            0.004991,           0.0068122,           0.0068122,           0.0068122
                 163,            0.032304,           0.0078903,             0.01551,             0.94426,               0.975,             0.95829,             0.76236,            0.014513,            0.003616,            0.005141,           0.0067924,           0.0067924,           0.0067924
                 164,            0.027981,           0.0083823,            0.011405,             0.94426,               0.975,             0.95829,             0.76236,            0.014513,            0.003616,            0.005141,           0.0067726,           0.0067726,           0.0067726
                 165,            0.024492,           0.0077664,           0.0085355,             0.93968,               0.975,             0.95514,             0.81475,            0.013643,           0.0036715,           0.0053639,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026987,           0.0081181,           0.0096249,             0.91693,               0.975,             0.95776,             0.81097,            0.013919,           0.0036443,           0.0053574,            0.006733,            0.006733,            0.006733
                 167,            0.032446,           0.0089041,            0.013356,             0.93912,               0.975,             0.95923,             0.75004,            0.019605,           0.0038181,           0.0054595,           0.0067132,           0.0067132,           0.0067132
                 168,            0.028857,           0.0084494,            0.010557,             0.93912,               0.975,             0.95923,             0.75004,            0.019605,           0.0038181,           0.0054595,           0.0066934,           0.0066934,           0.0066934
                 169,            0.025954,           0.0079142,            0.010912,             0.94238,               0.975,             0.95119,             0.82043,            0.014332,           0.0036713,           0.0055106,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025932,            0.008886,           0.0095319,             0.89576,               0.975,             0.94097,             0.47788,            0.018075,           0.0039026,           0.0054904,           0.0066538,           0.0066538,           0.0066538
                 171,            0.033237,           0.0083702,           0.0093833,             0.94209,               0.975,             0.94137,              0.7452,            0.012667,           0.0037007,           0.0053939,            0.006634,            0.006634,            0.006634
                 172,            0.027494,           0.0082998,           0.0095197,             0.94209,               0.975,             0.94137,              0.7452,            0.012667,           0.0037007,           0.0053939,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026289,           0.0078561,              0.0131,             0.94185,               0.975,             0.94324,             0.76343,            0.010892,           0.0036449,           0.0053031,           0.0065944,           0.0065944,           0.0065944
                 174,            0.027226,           0.0082949,            0.011242,             0.94322,               0.975,             0.94486,             0.69739,             0.01979,           0.0038642,           0.0050891,           0.0065746,           0.0065746,           0.0065746
                 175,             0.03366,           0.0085722,           0.0082344,             0.94362,               0.975,             0.94429,             0.69813,            0.011949,           0.0035381,           0.0049294,           0.0065548,           0.0065548,           0.0065548
                 176,            0.027654,           0.0073252,            0.012784,             0.94362,               0.975,             0.94429,             0.69813,            0.011949,           0.0035381,           0.0049294,            0.006535,            0.006535,            0.006535
                 177,            0.024755,           0.0078285,           0.0083744,             0.94406,               0.975,             0.94708,             0.71083,            0.012802,           0.0035105,           0.0048102,           0.0065152,           0.0065152,           0.0065152
                 178,            0.027544,           0.0088926,            0.013197,             0.94391,               0.975,             0.94708,             0.78951,            0.013192,             0.00344,           0.0046968,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026795,           0.0082853,           0.0069412,             0.94403,               0.975,             0.94519,              0.7991,            0.015077,           0.0035588,           0.0046092,           0.0064756,           0.0064756,           0.0064756
                 180,            0.030228,           0.0078379,           0.0084836,             0.94403,               0.975,             0.94519,              0.7991,            0.015077,           0.0035588,           0.0046092,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027096,            0.008587,            0.010588,             0.94369,               0.975,              0.9435,             0.76019,            0.011513,           0.0034728,           0.0045492,            0.006436,            0.006436,            0.006436
                 182,            0.026955,           0.0086077,           0.0084472,             0.82893,               0.975,             0.94188,             0.77478,            0.013919,           0.0035712,           0.0044341,           0.0064162,           0.0064162,           0.0064162
                 183,            0.027465,           0.0077691,           0.0096195,              0.9443,               0.975,             0.94626,             0.74382,            0.014956,           0.0035692,           0.0043952,           0.0063964,           0.0063964,           0.0063964
                 184,            0.032081,           0.0076689,           0.0083874,              0.9443,               0.975,             0.94626,             0.74382,            0.014956,           0.0035692,           0.0043952,           0.0063766,           0.0063766,           0.0063766
                 185,            0.028052,           0.0087873,           0.0090307,             0.94395,               0.975,             0.95055,             0.79338,             0.01138,           0.0033965,           0.0044195,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025717,           0.0072021,           0.0056756,              0.9213,               0.975,             0.95007,             0.82686,            0.012226,           0.0034788,           0.0043774,            0.006337,            0.006337,            0.006337
                 187,            0.025767,           0.0083785,            0.010217,             0.73269,               0.975,             0.94464,             0.80814,            0.019397,           0.0037644,           0.0043482,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032966,           0.0080899,            0.012084,             0.73269,               0.975,             0.94464,             0.80814,            0.019397,           0.0037644,           0.0043482,           0.0062974,           0.0062974,           0.0062974
                 189,            0.028694,           0.0079903,            0.010559,             0.69973,               0.975,             0.93975,             0.78308,            0.016413,           0.0036002,           0.0043312,           0.0062776,           0.0062776,           0.0062776
                 190,            0.028514,           0.0085409,           0.0078159,             0.91744,               0.975,             0.94923,             0.74681,            0.016497,           0.0035684,           0.0042687,           0.0062578,           0.0062578,           0.0062578
                 191,            0.032176,           0.0087251,           0.0073724,             0.94637,               0.975,             0.95276,             0.73459,            0.013686,           0.0034934,            0.004289,            0.006238,            0.006238,            0.006238
                 192,            0.028078,            0.009488,            0.011151,             0.94637,               0.975,             0.95276,             0.73459,            0.013686,           0.0034934,            0.004289,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025403,           0.0082394,             0.01072,             0.94692,               0.975,             0.95486,             0.78732,            0.010218,           0.0034041,           0.0042801,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024372,           0.0084988,           0.0091219,             0.94798,               0.975,             0.95071,             0.66455,            0.016624,           0.0035284,           0.0041735,           0.0061786,           0.0061786,           0.0061786
                 195,            0.032575,             0.00793,           0.0082383,              0.9276,               0.975,             0.95375,             0.79795,            0.014876,           0.0035062,           0.0041978,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027688,             0.00937,           0.0082484,              0.9276,               0.975,             0.95375,             0.79795,            0.014876,           0.0035062,           0.0041978,            0.006139,            0.006139,            0.006139
                 197,            0.025263,           0.0072436,           0.0056272,             0.94939,               0.975,             0.95486,             0.85476,            0.011707,           0.0034067,           0.0042039,           0.0061192,           0.0061192,           0.0061192
                 198,            0.025633,            0.007081,           0.0087647,             0.94931,               0.975,                0.95,             0.80983,            0.014147,            0.003433,           0.0041751,           0.0060994,           0.0060994,           0.0060994
                 199,            0.029403,           0.0081394,            0.014627,             0.94918,               0.975,             0.94762,             0.62416,             0.01847,           0.0035884,            0.004212,           0.0060796,           0.0060796,           0.0060796
                 200,            0.030859,           0.0083278,            0.010411,             0.94918,               0.975,             0.94762,             0.62416,             0.01847,           0.0035884,            0.004212,           0.0060598,           0.0060598,           0.0060598
                 201,             0.02509,           0.0075025,            0.010019,             0.94915,               0.975,             0.95035,              0.8168,             0.01159,           0.0033676,           0.0042023,             0.00604,             0.00604,             0.00604
                 202,             0.02645,           0.0078074,            0.011448,             0.90518,               0.975,             0.94845,             0.56267,            0.019653,           0.0036131,           0.0041492,           0.0060202,           0.0060202,           0.0060202
                 203,            0.032378,           0.0074784,           0.0081584,             0.94832,               0.975,             0.94936,              0.7543,            0.013906,            0.003461,           0.0041597,           0.0060004,           0.0060004,           0.0060004
                 204,            0.024044,           0.0072392,           0.0087976,             0.94832,               0.975,             0.94936,              0.7543,            0.013906,            0.003461,           0.0041597,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022639,            0.007441,           0.0097697,             0.94798,               0.975,             0.95381,             0.77548,            0.012437,           0.0034216,           0.0041832,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023171,            0.007562,           0.0073385,             0.94761,               0.975,             0.95381,             0.83765,            0.011527,           0.0033723,           0.0041589,            0.005941,            0.005941,            0.005941
                 207,            0.026209,           0.0082293,            0.010267,             0.94639,             0.98223,             0.95786,             0.64641,            0.013026,           0.0034385,           0.0042201,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025371,           0.0083041,           0.0082855,             0.94639,             0.98223,             0.95786,             0.64641,            0.013026,           0.0034385,           0.0042201,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021971,           0.0074043,           0.0077136,             0.94517,             0.97676,               0.955,             0.75904,            0.012313,           0.0034623,           0.0043328,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023956,           0.0089794,           0.0072105,             0.91482,             0.97678,             0.95509,             0.76047,            0.014745,           0.0034178,           0.0049416,           0.0058618,           0.0058618,           0.0058618
                 211,            0.030467,           0.0092096,           0.0078512,             0.91438,             0.97368,             0.93773,             0.73283,            0.016162,           0.0035369,            0.005115,            0.005842,            0.005842,            0.005842
                 212,            0.027032,           0.0082484,           0.0085537,             0.91438,             0.97368,             0.93773,             0.73283,            0.016162,           0.0035369,            0.005115,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022076,           0.0078044,            0.011889,             0.91426,             0.98077,             0.94644,             0.81222,            0.010669,           0.0032615,           0.0049464,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021358,            0.006513,           0.0062124,             0.91362,              0.9846,             0.94923,             0.79978,            0.014041,           0.0033872,           0.0049237,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026057,           0.0092798,           0.0071701,             0.91343,              0.9902,             0.95786,             0.69497,            0.011863,           0.0032911,            0.004871,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02502,           0.0075044,            0.010443,             0.91343,              0.9902,             0.95786,             0.69497,            0.011863,           0.0032911,            0.004871,            0.005743,            0.005743,            0.005743
                 217,            0.020464,           0.0085867,           0.0099916,             0.91371,             0.99271,             0.95786,             0.80663,            0.008687,           0.0031835,            0.004809,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022124,           0.0065127,           0.0087917,             0.91468,             0.99647,             0.96262,             0.72147,            0.013612,           0.0033955,           0.0045885,           0.0057034,           0.0057034,           0.0057034
                 219,            0.024309,           0.0077419,            0.010912,             0.95003,             0.97937,             0.96702,             0.80568,            0.010985,           0.0032863,           0.0042088,           0.0056836,           0.0056836,           0.0056836
                 220,            0.025269,           0.0085391,           0.0088273,             0.95003,             0.97937,             0.96702,             0.80568,            0.010985,           0.0032863,           0.0042088,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024776,           0.0081842,           0.0093084,             0.95046,             0.98055,             0.97031,             0.78987,            0.010507,           0.0032626,           0.0041577,            0.005644,            0.005644,            0.005644
                 222,            0.023178,           0.0077427,           0.0097076,             0.95053,              0.9809,             0.97718,             0.73795,            0.014885,            0.003457,           0.0041686,           0.0056242,           0.0056242,           0.0056242
                 223,            0.024847,           0.0078353,           0.0084702,             0.93679,             0.99802,             0.97893,             0.72135,            0.013368,           0.0034005,           0.0042282,           0.0056044,           0.0056044,           0.0056044
                 224,             0.03065,           0.0086577,           0.0070273,             0.93679,             0.99802,             0.97893,             0.72135,            0.013368,           0.0034005,           0.0042282,           0.0055846,           0.0055846,           0.0055846
                 225,            0.024199,           0.0070872,           0.0087515,             0.95124,             0.98313,             0.98075,             0.77987,            0.011153,           0.0033135,           0.0042971,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027046,           0.0079819,           0.0096705,             0.94177,             0.99765,             0.97604,             0.61377,            0.019565,            0.003705,           0.0044017,            0.005545,            0.005545,            0.005545
                 227,             0.03148,           0.0076316,           0.0085747,             0.93718,             0.99794,             0.97135,              0.8191,            0.013096,           0.0033619,           0.0041022,           0.0055252,           0.0055252,           0.0055252
                 228,            0.023819,           0.0075311,            0.013556,             0.93718,             0.99794,             0.97135,              0.8191,            0.013096,           0.0033619,           0.0041022,           0.0055054,           0.0055054,           0.0055054
                 229,              0.0222,           0.0076413,           0.0073488,             0.93607,               0.998,             0.97135,               0.825,           0.0097395,           0.0031582,           0.0040114,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023544,           0.0087855,           0.0083384,             0.93457,               0.998,             0.97135,             0.73953,            0.015909,           0.0036197,           0.0039579,           0.0054658,           0.0054658,           0.0054658
                 231,            0.028487,           0.0084673,           0.0064661,             0.94816,               0.975,             0.97016,             0.69734,            0.011773,           0.0034225,           0.0039153,            0.005446,            0.005446,            0.005446
                 232,            0.020968,           0.0080328,           0.0073485,             0.94816,               0.975,             0.97016,             0.69734,            0.011773,           0.0034225,           0.0039153,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021274,           0.0070012,           0.0078353,             0.94853,               0.975,             0.96754,              0.7484,            0.010538,           0.0033921,           0.0038841,           0.0054064,           0.0054064,           0.0054064
                 234,            0.024143,           0.0065132,            0.010656,             0.94813,               0.975,             0.96549,             0.73304,            0.020699,           0.0038991,           0.0038359,           0.0053866,           0.0053866,           0.0053866
                 235,            0.028895,           0.0079302,            0.011842,             0.94727,               0.975,             0.96853,             0.79993,             0.01283,           0.0034562,           0.0038809,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022312,           0.0070414,           0.0081923,             0.94727,               0.975,             0.96853,             0.79993,             0.01283,           0.0034562,           0.0038809,            0.005347,            0.005347,            0.005347
                 237,            0.018181,            0.007164,           0.0092844,             0.94717,               0.975,             0.96491,              0.8282,            0.009111,           0.0032384,           0.0038942,           0.0053272,           0.0053272,           0.0053272
                 238,            0.022283,           0.0075399,           0.0098537,             0.95024,             0.97788,             0.96162,             0.69258,            0.013791,           0.0035222,           0.0039518,           0.0053074,           0.0053074,           0.0053074
                 239,            0.024932,           0.0080026,           0.0069166,             0.94503,             0.97671,             0.95747,             0.80159,            0.011118,           0.0033342,           0.0040624,           0.0052876,           0.0052876,           0.0052876
                 240,            0.025586,           0.0089028,            0.010854,             0.94503,             0.97671,             0.95747,             0.80159,            0.011118,           0.0033342,           0.0040624,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022583,           0.0076544,            0.015957,              0.9374,              0.9753,             0.95555,             0.81633,           0.0088841,           0.0032223,           0.0041893,            0.005248,            0.005248,            0.005248
                 242,            0.020976,            0.007861,           0.0081931,             0.91453,             0.99165,             0.95555,             0.78351,            0.012686,           0.0033096,           0.0044029,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023581,           0.0065587,            0.010426,             0.91423,             0.99245,             0.95853,               0.795,            0.011482,           0.0032553,           0.0044459,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023221,           0.0079721,            0.010036,             0.91423,             0.99245,             0.95853,               0.795,            0.011482,           0.0032553,           0.0044459,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019025,           0.0069186,           0.0068175,             0.91387,             0.99251,             0.96262,             0.83516,           0.0097983,           0.0031675,           0.0044965,           0.0051688,           0.0051688,           0.0051688
                 246,            0.021041,           0.0069027,           0.0063864,             0.91866,               0.973,             0.95961,             0.76717,            0.013061,           0.0032529,           0.0045525,            0.005149,            0.005149,            0.005149
                 247,            0.025086,           0.0086377,            0.010593,             0.93377,             0.95704,             0.96506,             0.69274,            0.015291,            0.003319,           0.0044017,           0.0051292,           0.0051292,           0.0051292
                 248,            0.022663,           0.0085039,            0.010107,             0.93377,             0.95704,             0.96506,             0.69274,            0.015291,            0.003319,           0.0044017,           0.0051094,           0.0051094,           0.0051094
                 249,            0.023643,            0.007697,           0.0074215,             0.92416,               0.973,             0.96051,             0.72286,            0.013878,           0.0032263,           0.0044041,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022098,            0.009161,           0.0073544,             0.94492,             0.97266,             0.96131,             0.82427,            0.011387,            0.003146,           0.0042639,           0.0050698,           0.0050698,           0.0050698
                 251,            0.025421,            0.009235,            0.007287,             0.94829,             0.97912,             0.96756,             0.75166,            0.011239,           0.0031369,           0.0041942,             0.00505,             0.00505,             0.00505
                 252,            0.023723,           0.0076442,           0.0097845,             0.94829,             0.97912,             0.96756,             0.75166,            0.011239,           0.0031369,           0.0041942,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019905,           0.0079132,           0.0076532,             0.94934,              0.9822,             0.96462,             0.82377,           0.0088553,           0.0030325,           0.0041796,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021975,           0.0081394,            0.010132,             0.94998,             0.98469,             0.96829,             0.77792,            0.013925,           0.0032878,            0.004135,           0.0049906,           0.0049906,           0.0049906
                 255,            0.025222,           0.0066206,           0.0093057,             0.94242,               0.975,             0.97222,             0.82397,            0.012163,           0.0032026,           0.0040174,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022662,           0.0074384,           0.0088557,             0.94242,               0.975,             0.97222,             0.82397,            0.012163,           0.0032026,           0.0040174,            0.004951,            0.004951,            0.004951
                 257,            0.020566,           0.0068079,           0.0082103,             0.94223,               0.975,             0.97222,             0.85431,            0.010489,            0.003167,           0.0040045,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017189,           0.0076978,           0.0094734,             0.94212,               0.975,             0.97431,             0.83197,            0.011294,           0.0032758,           0.0040807,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019853,           0.0073053,           0.0089895,             0.95733,               0.975,             0.97323,             0.82745,            0.012214,           0.0032545,           0.0040478,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025865,           0.0062189,            0.011493,             0.95733,               0.975,             0.97323,             0.82745,            0.012214,           0.0032545,           0.0040478,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020649,           0.0061096,           0.0061044,             0.94345,               0.975,             0.97133,              0.8536,            0.010767,           0.0031341,           0.0042781,            0.004852,            0.004852,            0.004852
                 262,            0.024671,           0.0069417,           0.0097935,             0.94251,               0.975,             0.97133,             0.76221,            0.014068,           0.0032804,            0.004152,           0.0048322,           0.0048322,           0.0048322
                 263,            0.030641,           0.0074518,            0.009014,             0.95296,               0.975,             0.97133,             0.82376,           0.0089694,           0.0029992,           0.0038711,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019624,           0.0068406,           0.0083776,             0.95296,               0.975,             0.97133,             0.82376,           0.0089694,           0.0029992,           0.0038711,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020483,           0.0071467,            0.006128,              0.9456,               0.975,             0.97431,             0.83542,           0.0092379,           0.0030003,           0.0037106,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018708,           0.0081314,           0.0080935,             0.94494,               0.975,             0.97031,             0.86481,            0.010736,           0.0030491,           0.0036766,            0.004753,            0.004753,            0.004753
                 267,            0.022641,           0.0073417,           0.0077746,             0.95069,             0.98131,             0.96462,             0.80446,            0.013929,           0.0032202,           0.0036417,           0.0047332,           0.0047332,           0.0047332
                 268,            0.025097,           0.0074089,           0.0064302,             0.95069,             0.98131,             0.96462,             0.80446,            0.013929,           0.0032202,           0.0036417,           0.0047134,           0.0047134,           0.0047134
                 269,            0.021882,           0.0068128,            0.011842,             0.95066,             0.98159,             0.96219,             0.82368,            0.012981,           0.0031148,           0.0036138,           0.0046936,           0.0046936,           0.0046936
                 270,            0.020335,           0.0067198,           0.0074073,              0.9505,             0.98357,             0.96047,             0.83692,            0.011955,           0.0030514,           0.0036032,           0.0046738,           0.0046738,           0.0046738
                 271,            0.023613,            0.006619,           0.0089526,             0.95041,              0.9858,             0.95577,             0.84566,           0.0099303,           0.0029223,           0.0036365,            0.004654,            0.004654,            0.004654
                 272,            0.020006,           0.0065543,           0.0049092,             0.95041,              0.9858,             0.95577,             0.84566,           0.0099303,           0.0029223,           0.0036365,           0.0046342,           0.0046342,           0.0046342
                 273,            0.021005,           0.0073112,            0.010654,             0.95032,             0.98655,             0.95812,             0.86457,            0.010661,            0.002968,           0.0036389,           0.0046144,           0.0046144,           0.0046144
                 274,            0.021451,           0.0077637,           0.0093618,             0.95032,             0.98678,             0.96219,             0.82541,            0.011734,           0.0030312,           0.0036328,           0.0045946,           0.0045946,           0.0045946
                 275,            0.021532,           0.0067503,           0.0080058,             0.95033,             0.98767,             0.96047,             0.78811,            0.010266,           0.0029618,           0.0036255,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019395,           0.0091602,           0.0097895,             0.95033,             0.98767,             0.96047,             0.78811,            0.010266,           0.0029618,           0.0036255,            0.004555,            0.004555,            0.004555
                 277,            0.019397,           0.0074904,            0.010233,             0.95029,             0.98817,             0.95995,             0.80512,           0.0099237,           0.0029455,           0.0036129,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021318,           0.0084716,           0.0074913,             0.95019,             0.98986,             0.95995,             0.80997,             0.01123,           0.0030609,           0.0035769,           0.0045154,           0.0045154,           0.0045154
                 279,             0.01998,           0.0074601,           0.0058293,             0.95006,             0.99201,             0.96219,             0.78982,             0.01205,           0.0031655,           0.0036004,           0.0044956,           0.0044956,           0.0044956
                 280,            0.026389,           0.0067602,           0.0062306,             0.95006,             0.99201,             0.96219,             0.78982,             0.01205,           0.0031655,           0.0036004,           0.0044758,           0.0044758,           0.0044758
                 281,            0.020738,           0.0076296,            0.011022,             0.94983,             0.99495,             0.96531,             0.82548,            0.009771,           0.0030372,           0.0035805,            0.004456,            0.004456,            0.004456
                 282,            0.018796,           0.0078387,            0.006655,             0.95044,             0.98748,             0.96375,             0.85828,           0.0096318,           0.0029881,           0.0034237,           0.0044362,           0.0044362,           0.0044362
                 283,            0.020402,           0.0070163,           0.0053735,             0.95222,             0.97498,             0.96375,             0.77772,            0.013807,           0.0032104,            0.003538,           0.0044164,           0.0044164,           0.0044164
                 284,            0.024256,           0.0084613,           0.0070042,             0.95222,             0.97498,             0.96375,             0.77772,            0.013807,           0.0032104,            0.003538,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019108,           0.0065131,            0.010318,             0.91893,             0.99713,             0.95766,             0.85148,           0.0098453,           0.0029614,           0.0037957,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019617,            0.007235,           0.0075461,             0.91999,             0.99718,             0.95943,             0.82334,            0.010808,           0.0030269,           0.0038205,            0.004357,            0.004357,            0.004357
                 287,            0.023076,           0.0082395,           0.0066264,             0.92153,             0.99751,             0.96009,             0.76672,           0.0096552,           0.0029725,           0.0036219,           0.0043372,           0.0043372,           0.0043372
                 288,            0.020746,           0.0066607,            0.008008,             0.92153,             0.99751,             0.96009,             0.76672,           0.0096552,           0.0029725,           0.0036219,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017402,            0.008336,           0.0067844,             0.92356,             0.99759,             0.96376,             0.81701,           0.0080457,           0.0028716,           0.0035262,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016962,           0.0072993,            0.010254,             0.92683,             0.99745,             0.96376,             0.83798,           0.0097553,           0.0029232,           0.0034772,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019767,           0.0067513,           0.0060397,             0.92777,              0.9976,             0.96542,             0.82666,            0.011046,           0.0029996,           0.0035769,            0.004258,            0.004258,            0.004258
                 292,            0.020745,           0.0076135,           0.0089383,             0.92777,              0.9976,             0.96542,             0.82666,            0.011046,           0.0029996,           0.0035769,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019165,            0.006736,           0.0073401,             0.92878,             0.99871,             0.96376,             0.85801,           0.0080644,           0.0028565,           0.0036206,           0.0042184,           0.0042184,           0.0042184
                 294,            0.018301,           0.0070375,            0.005882,             0.92566,             0.99687,             0.96709,             0.80485,            0.013803,            0.003163,            0.003767,           0.0041986,           0.0041986,           0.0041986
                 295,            0.025009,           0.0078377,           0.0081206,             0.92748,             0.99578,             0.97047,             0.85855,           0.0093932,           0.0029187,           0.0038821,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022302,           0.0073172,           0.0057168,             0.92748,             0.99578,             0.97047,             0.85855,           0.0093932,           0.0029187,           0.0038821,            0.004159,            0.004159,            0.004159
                 297,            0.019212,           0.0067622,           0.0093099,             0.92726,             0.99271,             0.97247,             0.87763,           0.0070923,           0.0028134,           0.0040235,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016983,           0.0064014,           0.0064638,             0.91319,             0.99677,             0.97298,             0.84179,           0.0086224,           0.0028479,           0.0040669,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017951,           0.0075667,           0.0074585,             0.91311,             0.99688,               0.971,             0.87437,            0.011434,           0.0029899,           0.0038967,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019943,           0.0067557,           0.0062768,             0.91311,             0.99688,               0.971,             0.87437,            0.011434,           0.0029899,           0.0038967,           0.0040798,           0.0040798,           0.0040798
                 301,            0.020989,           0.0068136,           0.0071293,             0.93776,             0.97317,             0.96953,             0.87317,            0.012017,           0.0030022,           0.0037771,             0.00406,             0.00406,             0.00406
                 302,            0.020596,           0.0068886,           0.0083453,             0.91434,             0.99686,             0.96806,              0.8383,           0.0088216,            0.002825,           0.0035996,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022467,           0.0068927,            0.011192,             0.92129,             0.99724,               0.971,             0.74697,            0.013167,           0.0030778,           0.0033592,           0.0040204,           0.0040204,           0.0040204
                 304,            0.023074,           0.0073688,           0.0097926,             0.92129,             0.99724,               0.971,             0.74697,            0.013167,           0.0030778,           0.0033592,           0.0040006,           0.0040006,           0.0040006
                 305,            0.019946,           0.0072284,           0.0051222,             0.92457,             0.99866,             0.97247,             0.79244,            0.011209,           0.0029667,           0.0032303,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017719,             0.00736,           0.0087858,             0.91725,                   1,             0.97247,              0.8523,           0.0085353,           0.0028469,           0.0032478,            0.003961,            0.003961,            0.003961
                 307,            0.017988,           0.0085153,           0.0065581,             0.94877,             0.99363,             0.96875,             0.76385,           0.0092539,           0.0028673,           0.0030909,           0.0039412,           0.0039412,           0.0039412
                 308,            0.021097,           0.0079736,           0.0059248,             0.94877,             0.99363,             0.96875,             0.76385,           0.0092539,           0.0028673,           0.0030909,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018848,           0.0074294,            0.005736,             0.94894,             0.99592,             0.96875,              0.8743,           0.0072065,           0.0027061,           0.0029944,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018954,           0.0065083,           0.0066367,             0.95173,             0.99909,             0.96329,              0.7589,            0.011715,           0.0029895,           0.0028477,           0.0038818,           0.0038818,           0.0038818
                 311,            0.022463,            0.008672,           0.0068223,             0.95233,             0.99961,             0.96329,              0.8778,           0.0086254,           0.0027481,           0.0028015,            0.003862,            0.003862,            0.003862
                 312,            0.018047,           0.0073778,            0.007261,             0.95233,             0.99961,             0.96329,              0.8778,           0.0086254,           0.0027481,           0.0028015,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015586,           0.0063719,            0.010461,             0.95199,             0.99935,             0.96329,             0.86483,           0.0075415,           0.0026945,           0.0027667,           0.0038224,           0.0038224,           0.0038224
                 314,             0.01659,           0.0063913,            0.007834,             0.95041,              0.9882,             0.96695,             0.86517,           0.0084456,            0.002762,           0.0027318,           0.0038026,           0.0038026,           0.0038026
